PMID	Gene Name	Gene Type	Cell Name	Cell Type	Tissue Type	Experiment Type	Experimental Method	Title	Function	GeneNameText	id	Interacting Gene	CellOntologyID	Marker Type	Disease Name
20008919	BMPFAMILY	TFMarker	Osteoblast cell	Cancer cell	Bone	low-throughput + high-throughput	qPCR;Sequencing technique	Peripheral Blood expression profiles of Bone morphogenetic proteins, Cancernecrosis factor-superfamily molecules, and transcription factor Runx2 could be used as markers of the form of arthritis, disease activity, and therapeutic responsiveness	The transcription factors BMP and RUNX2 are biomarkers of several osteogenic osteoblasts in osteoarthritis  		389	RUNX2	CL_0000062	Cell Marker	
20027313	CXCR4	TFMarker	Stem cell	Cancer cell	Breast	low-throughput	Flow-throughput cytometry;qRT-PCR	Multiple lineages of human breast cancer stem/progenitor cells identified by profiling with stem cell markers	CXCR4 is a G-coupled heptahelical receptor contributing to metastasis in breast cancers;CXCR4 is a marker expressed in Breast Cancer stem cell.		390	ABCG2	CL_0000034	Disease Marker	Breast Cancer
20027313	ABCG2	TFMarker	Stem cell	Cancer cell	Breast	low-throughput	Flow-throughput cytometry;qRT-PCR	Multiple lineages of human breast cancer stem/progenitor cells identified by profiling with stem cell markers	ABCG2 is a marker expressed in Breast Cancer stem cell.ABCG2 is one of the ABC transporters.		391	CXCR4	CL_0000034	Disease Marker	Breast Cancer
20027313	CD44	TFMarker	Stem cell	Cancer cell	Breast	low-throughput	Flow-throughput cytometry;qRT-PCR	Multiple lineages of human breast cancer stem/progenitor cells identified by profiling with stem cell markers	CD44 is a marker expressed in Breast Cancer stem cell.PROCR+/ESA+ allowed further enrichment of highly tumorigenic cancer stem cells from the CD44+/CD24−/low breast cancer cells		392	FLOT2;CD24	CL_0000034	Disease Marker	Breast Cancer
20027313	CD24	TFMarker	Stem cell	Cancer cell	Breast	low-throughput	Flow-throughput cytometry;qRT-PCR	Multiple lineages of human breast cancer stem/progenitor cells identified by profiling with stem cell markers	CD24 is a marker expressed in Breast Cancer stem cell.PROCR+/ESA+ allowed further enrichment of highly tumorigenic cancer stem cells from the CD44+/CD24−/low breast cancer cells		393	CD44;FLOT2	CL_0000034	Disease Marker	Breast Cancer
20027313	FLOT2	TFMarker	Stem cell	Cancer cell	Breast	low-throughput	Flow-throughput cytometry;qRT-PCR	Multiple lineages of human breast cancer stem/progenitor cells identified by profiling with stem cell markers	ESA is a marker expressed in Breast Cancer stem cell.PROCR+/ESA+ allowed further enrichment of highly tumorigenic cancer stem cells from the CD44+/CD24−/low breast cancer cells		394	CD44;PROCR;CD24	CL_0000034	Disease Marker	Breast Cancer
20027313	PROM1	TFMarker	Stem cell	Cancer cell	Breast	low-throughput	Flow-throughput cytometry;qRT-PCR	Multiple lineages of human breast cancer stem/progenitor cells identified by profiling with stem cell markers	CD133 is a marker expressed in Breast Cancer stem cell.CD133 is a known marker of cancer stem cells in several organs including brain, blood, liver and prostate		395	CXCR4	CL_0000034	Disease Marker	Breast Cancer
20027313	PROCR	TFMarker	Stem cell	Cancer cell	Breast	low-throughput	Flow-throughput cytometry;qRT-PCR	Multiple lineages of human breast cancer stem/progenitor cells identified by profiling with stem cell markers	PROCR9 is a marker expressed in Breast Cancer stem cell.PROCR+/ESA+ allowed further enrichment of highly tumorigenic cancer stem cells from the CD44+/CD24−/low breast cancer cells		396	CD44;FLOT2;CD24	CL_0000034	Disease Marker	Breast Cancer
20028867	OTX2	TFMarker	Medulloblastoma cell	Cancer cell	Nerve	low-throughput	Western blot;Microscopic observation;qPCR	OTX2 is critical for the maintenance and progression of Shh-independent medulloblastomas	OTX2 as an important oncogenic driver in medulloblastoma 		397	MYC		Disease Marker	Medulloblastomas
20028867	MYC	TF	Medulloblastoma cell	Cancer cell	Nerve	low-throughput	Western blot;Microscopic observation;qPCR	OTX2 is critical for the maintenance and progression of Shh-independent medulloblastomas	MYC up-regulation accelerates the mechanism by which OTX2 promotes tumor progression.		398	OTX2		Disease Marker	Medulloblastomas
20032975	STAT3	TFMarker	Human Brain Glioma cell	Cancer cell	Brain	low-throughput + high-throughput	qRT–PCR;Western blot;Microscopic observation;Immunofluorescent staining	The transcriptional network for mesenchymal transformation of Brain Cancers	In human glioma, expression of C/EBPb and STAT3 correlates with mesenchymal differentiation and predicts poor clinical outcome		399			Disease Marker	Brain tumours
20034979	SOX9	TFMarker	Spindle cell	Cancer cell	Nerve	low-throughput	qRT-PCR;Immunohistochemistry; Microscopic observation	Neoplasms with schwannian differentiation express transcription factors known to regulate normal schwann cell development	SOX5, SOX9, SOX10, PAX7, and FOXD3 are transcription factors that regulate spindle cell expression in schwannoma and the up-regulated expressions of SOX5, SOX9, SOX10, PAX7, and FOXD3 are also markers of neurofibroma deterioration  		400	FOXD3;SOX5;SOX10;PAX7		Disease Marker	Melanoma
20034979	SOX10	TFMarker	Spindle cell	Cancer cell	Nerve	low-throughput	qRT-PCR;Immunohistochemistry; Microscopic observation	Neoplasms with schwannian differentiation express transcription factors known to regulate normal schwann cell development	SOX5, SOX9, SOX10, PAX7, and FOXD3 are transcription factors that regulate spindle cell expression in schwannoma and the up-regulated expressions of SOX5, SOX9, SOX10, PAX7, and FOXD3 are also markers of neurofibroma deterioration  		401	FOXD3;SOX9;SOX5;PAX7		Disease Marker	Melanoma
20034979	SOX5	TFMarker	Spindle cell	Cancer cell	Nerve	low-throughput	qRT-PCR;Immunohistochemistry; Microscopic observation	Neoplasms with schwannian differentiation express transcription factors known to regulate normal schwann cell development	SOX5, SOX9, SOX10, PAX7, and FOXD3 are transcription factors that regulate spindle cell expression in schwannoma and the up-regulated expressions of SOX5, SOX9, SOX10, PAX7, and FOXD3 are also markers of neurofibroma deterioration  		402	FOXD3;SOX9;SOX10;PAX7		Disease Marker	Melanoma
20034979	PAX7	TFMarker	Spindle cell	Cancer cell	Nerve	low-throughput	qRT-PCR;Immunohistochemistry; Microscopic observation	Neoplasms with schwannian differentiation express transcription factors known to regulate normal schwann cell development	SOX5, SOX9, SOX10, PAX7, and FOXD3 are transcription factors that regulate spindle cell expression in schwannoma and the up-regulated expressions of SOX5, SOX9, SOX10, PAX7, and FOXD3 are also markers of neurofibroma deterioration  		403	FOXD3;SOX9;SOX5;SOX10		Disease Marker	Melanoma
20034979	FOXD3	TFMarker	Spindle cell	Cancer cell	Nerve	low-throughput	qRT-PCR;Immunohistochemistry; Microscopic observation	Neoplasms with schwannian differentiation express transcription factors known to regulate normal schwann cell development	SOX5, SOX9, SOX10, PAX7, and FOXD3 are transcription factors that regulate spindle cell expression in schwannoma and the up-regulated expressions of SOX5, SOX9, SOX10, PAX7, and FOXD3 are also markers of neurofibroma deterioration  		404	SOX9;SOX5;SOX10;PAX7		Disease Marker	Melanoma
20042854	TTF1	TFMarker	Epithelial cell	Cancer cell	Thyroid	low-throughput + high-throughput	Immunohistochemistry;Microscopic observation;Survival analysis	Expression of Thyroid transcription factor-1 in colorectal Carcinoma	Thyroid transcription factor-1 (TTF-1) is a member of the homologous domain transcription family expressed in thyroid epithelial cells and is considered to be a specific marker for Thyroid cancers		405	KRT7	CL_0000066	Disease Marker	Colorectal carcinoma
20042854	TTF1	TFMarker	Pulmonary epithelial cell and Thyroid cancer cell	Cancer cell	Thyroid	low-throughput + high-throughput	Immunohistochemistry;Microscopic observation;Survival analysis	Expression of Thyroid transcription factor-1 in colorectal Carcinoma	Thyroid transcription factor-1 (TTF-1) is a member of the homologous domain transcription family expressed in thyroid and lung epithelial cells and is considered to be a specific marker for thyroid cancers		406	KRT7		Disease Marker	Colorectal carcinoma
20042854	KRT7	T Marker	Epithelial cell	Cancer cell	Thyroid	low-throughput + high-throughput	Immunohistochemistry;Microscopic observation;Survival analysis	Expression of Thyroid transcription factor-1 in colorectal Carcinoma	CK7 is a specific marker for Thyroid cancers		407	TTF1	CL_0000066	Disease Marker	Colorectal carcinoma
20042854	KRT7	T Marker	Pulmonary epithelial cell and Thyroid cancer cell	Cancer cell	Thyroid	low-throughput + high-throughput	Immunohistochemistry;Microscopic observation;Survival analysis	Expression of Thyroid transcription factor-1 in colorectal Carcinoma	CK7 is a specific marker for thyroid cancers		408	TTF1		Disease Marker	Colorectal carcinoma
20049725	SOX9	TFMarker	Neurofibroma cell	Cancer cell	Nerve	low-throughput	Immunohistochemistry;Western blot;qPCR	Integrative genomic analyses of neurofibromatosis Cancers identify SOX9 as a biomarker and survival gene	The transcription factor SOX9 is a biomarker of benign neurofibroma (NF) and MPNST, and may be a therapeutic target for benign neurofibroma (NF)		409			Disease Marker	Neurofibromatosis tumours
20051780	MME	T Marker	B cell	Cancer cell	Blood	low-throughput + high-throughput	Flow cytometry;Sequencing technique;PCR	Dense methylation of types 1 and 2 regulatory regions of the CD10 gene promoter in infant acute lymphoblastic leukemia with MLL/AF4 fusion gene	CD10 is a marker expressed in B cells of infant acute lymphoblastic leukemia (ALL)		410	AFF1	CL_0000236	Disease Marker	Acute lymphoblastic Leukemia
20051780	AFF1	TF	B cell	Cancer cell	Blood	low-throughput + high-throughput	Flow cytometry;Sequencing technique;PCR	Dense methylation of types 1 and 2 regulatory regions of the CD10 gene promoter in infant acute lymphoblastic leukemia with MLL/AF4 fusion gene	AF4 is a transcription factor that regulates CD10 expression in infant acute lymphoblastic leukemia (ALL)B cells		411	MME	CL_0000236	Disease Marker	Acute lymphoblastic Leukemia
20064232	FOXP3	TFMarker	T cell	Cancer cell	Peripheral blood	low-throughput	Flow cytometric analysis;RT-PCR	Association between regulatory T cell activity and sepsis and outcome of severely burned patients: a prospective, observational study	CTLA-4 and FOXP3 are co-expressed markers in T cells		412	CTLA4	CL_0000084	Disease Marker	Sepsis
20068173	IRF1	TFMarker	Bladder cell	Cancer cell	Bladder	low-throughput	qRT-PCR;Immunoblotting	Identification of USP18 as an important regulator of the susceptibility to IFN-alpha and drug-induced apoptosis	In a Human bladder Cancer cell line, IRF-1 acting on theTRAIL upregulation in response to IFN-α		413	IFN1@		Disease Marker	Cancer disease
20068173	USP18	TFMarker	Bladder cell	Cancer cell	Bladder	low-throughput	qRT-PCR;Immunoblotting	Identification of USP19 as an important regulator of the susceptibility to IFN-alpha and drug-induced apoptosis	USP18, a type I IFN-induced protein that deconjugates the ubiquitinlike modifier ISG15 from target proteins, was found to limit apoptotic susceptibility to IFN-α or bortezomib.		414	IFN1@		Disease Marker	Cancer disease
20068173	IFN1@	TFMarker	Bladder cell	Cancer cell	Bladder	low-throughput	qRT-PCR;Immunoblotting	Identification of USP19 as an important regulator of the susceptibility to IFN-alpha and drug-induced apoptosis	IFN-α can promote the apoptosis of bladder cancer cells		415	USP18;IRF1		Disease Marker	Cancer disease
20080637	ESR1	TF Pmarker	Human neuroblastoma cell	Cancer cell	Nerve	low-throughput	Weston blot;Gene knock down;Weston blot;Microscopic observation	MYCN-regulated microRNAs repress estrogen receptor-alpha (ESR1) expression and neuronal differentiation in Human neuroblastoma	ESR1 is a ligand-induced transcription factor involved in neuronal differentiation		416	MYCN		Disease Marker	Neuroblastoma
20080637	MYCN	TF Pmarker	Human neuroblastoma cell	Cancer cell	Nerve	low-throughput	Weston blot;Gene knock down;Weston blot;Microscopic observation	MYCN-regulated microRNAs repress estrogen receptor-alpha (ESR1) expression and neuronal differentiation in Human neuroblastoma	MYCN amplification may inhibit the normal induction of neuroblastoma by interfering with the estrogen signal sensitivity of primary sympathetic cells by regulating ESR1		417	ESR1		Disease Marker	Neuroblastoma
20080637	MIR18A	TF	Human neuroblastoma cell	Cancer cell	Nerve	low-throughput	Weston blot;Gene knock down;Weston blot;Microscopic observation	MYCN-regulated microRNAs repress estrogen receptor-alpha (ESR1) expression and neuronal differentiation in Human neuroblastoma	MIR-18A and MIR-19A target and repress the expression of estrogen receptor-α (ESR1)		418	ESR1		Disease Marker	Neuroblastoma
20080637	MIR19A	TF	Human neuroblastoma cell	Cancer cell	Nerve	low-throughput	Weston blot;Gene knock down;Weston blot;Microscopic observation	MYCN-regulated microRNAs repress estrogen receptor-alpha (ESR1) expression and neuronal differentiation in Human neuroblastoma	MIR-18A and MIR-19A target and repress the expression of estrogen receptor-α (ESR1)		419	ESR1		Disease Marker	Neuroblastoma
20082326	RUNX2	TFMarker	Prostate cancer cell	Cancer cell	Prostate	low-throughput + high-throughput	Western blot;qRT-PCR;Sequencing technique	The Cancer-related Runx2 protein enhances cell growth and responses to androgen and TGFβ in prostate Cancer cells	The transcription factor RUNX2 is a carcinogen of prostate cancer and a marker for prostate cancer cells 		420			Disease Marker	Prostate carcinoma
20082326	TGFB1	TF	Prostate cancer cell	Cancer cell	Prostate	low-throughput + high-throughput	Western blot;qRT-PCR;Sequencing technique	The Cancer-related Runx2 protein enhances cell growth and responses to androgen and TGFβ in prostate Cancer cells	TGFβ and androgen response pathways support the growth of prostate cancer cells		421	RUNX2		Disease Marker	Prostate carcinoma
20082847	SP1	TF	Human hepatic carcinoma cell	Cancer cell	Liver	low-throughput + high-throughput	DNA-seq;Western blot;Bioinformatic prediction	Identification and characterization of the Human SLC5A8 gene promoter	Overexpression of two transcription factors, CCAAT/enhancer binding protein beta (C/EBPb) and specific transcription factor 1 (Sp1), upregulated the activities of the Human SLC5A8 promoter and protein expression, suggesting that both C/EBPb and Sp1 transcription factors might have functions in SLC5A8 transcription.		422	SLC5A8		Disease Marker	Cancer disease
20082847	SLC5A8	T Marker	Human hepatic carcinoma cell	Cancer cell	Liver	low-throughput + high-throughput	DNA-seq;Western blot;Bioinformatic prediction	Identification and characterization of the Human SLC5A8 gene promoter	Human SLC5A8 gene is a tumor suppressor gene, and its silencing may contribute to the occurrence and progression of various tumors including human hepatic carcinoma cells		423	SP1		Disease Marker	Cancer disease
20084020	PROX1	TFMarker	Malignant astrocytic gliomas cell	Cancer cell	Brain	low-throughput	Immunofluorescent staining;Immunohistochemistry; Microscopic observation	Expression of PROX1 Is a common feature of high-grade malignant astrocytic gliomas	We conclude that PROX1 may constitute a useful tool for the diagnosis and grading ofastrocytic gliomas and for distinguishing Grade III and Grade IV Cancer s from Grade I and Grade II Cancer s.		424	MAP2		Disease Marker	high-grade Malignant astrocytic Gliomas
20084020	MAP2	T Marker	Malignant astrocytic gliomas cell	Cancer cell	Brain	low-throughput	Immunofluorescent staining;Immunohistochemistry; Microscopic observation	Expression of PROX1 Is a common feature of high-grade malignant astrocytic gliomas	MAP2 is a marker of malignant astroglioma cells		425	PROX1		Disease Marker	high-grade Malignant astrocytic Gliomas
20085740	LGR5	TFMarker	Stem cell	Cancer cell	Stomach	low-throughput	Microscopic observation;Immunofluorescent staining;Immunohistochemistry;qPCR;Flow-throughput cytometry;Gene knock down	Lgr5(+ve) stem cells drive self-renewal in the stomach and build long-lived gastric units in vitro 	The Lgr5 stem cell marker and culture method described here will be invaluable tools for accelerating research into gastric epithelial renewal, inflammation/infection, and cancer.		426		CL_0000034	Disease Marker	Cancer disease
20101213	POU5F1	TFMarker	Epithelial ovarian cancer cell	Cancer cell	Ovarian	low-throughput	RT-qPCR;qPCR;Immunohistochemistry;Immunofluorescent staining;Western blot;Microscopic observation	Pluripotency factors Lin28 and Oct4 identify a sub-population of stem cell-like cells in ovarian Cancer	Lin28 and Oct4 may have important roles in the initiation and/or progression of epithelial ovarian cancer (EOC) , and consequently may serve as important molecular diagnostics and/or therapeutic targets for the development of novel treatment strategies in epithelial ovarian cancer (EOC)  patients.		427	LIN28A		Disease Marker	Ovarian Cancer
20101213	LIN28A	TFMarker	Epithelial ovarian cancer cell	Cancer cell	Ovarian	low-throughput	RT-qPCR;qPCR;Immunohistochemistry;Immunofluorescent staining;Western blot;Microscopic observation	Pluripotency factors Lin28 and Oct4 identify a sub-population of stem cell-like cells in ovarian Cancer	Lin28 and Oct4 may have important roles in the initiation and/or progression of epithelial ovarian cancer (EOC) , and consequently may serve as important molecular diagnostics and/or therapeutic targets for the development of novel treatment strategies in epithelial ovarian cancer (EOC)  patients.		428	POU5F1		Disease Marker	Ovarian Cancer
20106868	THY1	T Marker	Stem cell	Cancer cell	Kidney	low-throughput + high-throughput	qRT-PCR;Immunofluorescent staining;Western blot;Flow cytometry;The altered amino acid seq	Wilms Cancer cell with WT1 mutations have characteristic features of mesenchymal stem cells and express molecular markers of paraxial mesoderm	CD90 is Mesenchymal stem cells  specific surface proteins		429	WT1	CL_0000034	Disease Marker	WilmsTumors
20106868	ENG	T Marker	Stem cell	Cancer cell	Kidney	low-throughput + high-throughput	qRT-PCR;Immunofluorescent staining;Western blot;Flow cytometry;The altered amino acid seq	Wilms Cancer cell with WT1 mutations have characteristic features of mesenchymal stem cells and express molecular markers of paraxial mesoderm	CD105 is Mesenchymal stem cells  specific surface proteins		430	WT1	CL_0000034	Disease Marker	WilmsTumors
20106868	NT5E	T Marker	Stem cell	Cancer cell	Kidney	low-throughput + high-throughput	qRT-PCR;Immunofluorescent staining;Western blot;Flow cytometry;The altered amino acid seq	Wilms Cancer cell with WT1 mutations have characteristic features of mesenchymal stem cells and express molecular markers of paraxial mesoderm	CD73 is Mesenchymal stem cells  specific surface proteins		431	WT1	CL_0000034	Disease Marker	WilmsTumors
20106868	WT1	TF	Stem cell	Cancer cell	Kidney	low-throughput + high-throughput	qRT-PCR;Immunofluorescent staining;Western blot;Flow cytometry;The altered amino acid seq	Wilms Cancer cell with WT1 mutations have characteristic features of mesenchymal stem cells and express molecular markers of paraxial mesoderm	Wilms Cancer cell with WT1 mutations have characteristic features of mesenchymal stem cells and express molecular markers of paraxial mesoderm		432	NT5E;THY1;ENG	CL_0000034	Disease Marker	WilmsTumors
20117855	TTF1	TF	Type ii pneumocytes cell	Cancer cell	Lung	low-throughput + high-throughput	Microscopic observation;PCR;The primer seq	Activation status of receptor tyrosine kinase downstream pathways in primary Lung adenoCarcinoma with reference of KRAS and EGFR mutations	TTF-1 is a regulator of normal Lung development or maintenance of type II pneumocytes [25] and was expressed in 79.8% (154/193) of the cases.		433	EGFR;KRAS		Disease Marker	Lung Adenocarcinoma
20117855	EGFR	T Marker	Type ii pneumocytes cell	Cancer cell	Lung	low-throughput + high-throughput	Microscopic observation;PCR;The primer seq	Activation status of receptor tyrosine kinase downstream pathways in primary Lung adenoCarcinoma with reference of KRAS and EGFR mutations	EGFR is an inhibitor of epidermal growth factor receptor.		434	TTF1		Disease Marker	Lung Adenocarcinoma
20117855	KRAS	T Marker	Type ii pneumocytes cell	Cancer cell	Lung	low-throughput + high-throughput	Microscopic observation;PCR;The primer seq	Activation status of receptor tyrosine kinase downstream pathways in primary Lung adenoCarcinoma with reference of KRAS and EGFR mutations	KRAS is an inhibitor of epidermal growth factor receptor.KRAS mutations were solely and significantly linked to ERK activation		435	TTF1		Disease Marker	Lung Adenocarcinoma
20118910	ERG	TF	Prostate cancer cell	Cancer cell	Prostate	low-throughput + high-throughput	Immunofluorescent staining;Microscopic observation;whole transcriptome seq	Prevalence of TMPRSS2-ERG and SLC45A3-ERG gene fusions in a large prostatectomy cohort	ERG is a transcription factor expressed in Prostate cancer cell.		436	SLC45A3;TMPRSS2		Disease Marker	Prostate carcinoma
20118910	TMPRSS2	I Marker	Prostate cancer cell	Cancer cell	Prostate	low-throughput + high-throughput	Immunofluorescent staining;Microscopic observation;whole transcriptome seq	Prevalence of TMPRSS2-ERG and SLC45A3-ERG gene fusions in a large prostatectomy cohort	TMPRSS2 is the marker expressed in Prostate cancer cell  regulated by transcription factor ERG.		437	ERG		Disease Marker	Prostate carcinoma
20118910	SLC45A3	I Marker	Prostate cancer cell	Cancer cell	Prostate	low-throughput + high-throughput	Immunofluorescent staining;Microscopic observation;whole transcriptome seq	Prevalence of TMPRSS2-ERG and SLC45A3-ERG gene fusions in a large prostatectomy cohort	SLC45A3 is the marker expressed in Prostate cancer cell  regulated by transcription factor ERG.		438	ERG		Disease Marker	Prostate carcinoma
20145124	IFI27	T Marker	Colon Carcinoma cell	Cancer cell	Colon	low-throughput	Flow cytometry;Microscopic observation;Immunohistochemistry;Weston blot;Immunofluorescent staining	NOTCH signaling is required for formation and self-renewal of Cancer -initiating cells and for repression of secretory cell differentiation in colon Cancer	Using small-molecule inhibition and short hairpin RNA knockdown, we show that NOTCH prevents CCIC apoptosis through repression of cell cycle kinase inhibitor p27 and transcription factor ATOH1.		439	ATOH1		Disease Marker	Colon Cancer
20145124	ATOH1	TF	Colon Carcinoma cell	Cancer cell	Colon	low-throughput	Flow cytometry;Microscopic observation;Immunohistochemistry;Weston blot;Immunofluorescent staining	NOTCH signaling is required for formation and self-renewal of Cancer -initiating cells and for repression of secretory cell differentiation in colon Cancer	ATOH1 is a transcription factor expressed in Colon Carcinoma cell		440	IFI27		Disease Marker	Colon Cancer
20145133	ETS2	TF	Macrophage cell	Cancer cell	Breast	low-throughput	ChIP;qRT-PCR;Immunohistochemistry	An ets2-driven transcriptional program in Cancer -associated macrophages promotes Cancermetastasis	We identified ETS2 as a central driver of a transcriptional program in TAMs that acts to promote Lung metastasis of Breast Cancers.		441		CL_0000235	Disease Marker	Breast Cancer
20145620	SNAI1	TF	Squamous cell carcinoma of the oral cell	Cancer cell	Oral cavity	low-throughput	Immunohistochemistry;Immunostainings;Microscopic observation	Bmi-1 expression predicts prognosis in Squamous cell Carcinoma of the tongue	SNAIL is a transcription factor that regulates Squamous cell carcinoma of the oral cells		442	BMI1		Disease Marker	Squamous cell carcinoma of the tongue
20145620	MYC	TF	Squamous cell carcinoma of the oral cell	Cancer cell	Oral cavity	low-throughput	Immunohistochemistry;Immunostainings;Microscopic observation	Bmi-1 expression predicts prognosis in Squamous cell Carcinoma of the tongue	Transcription factor C-MYC affects the proliferation and apoptosis of Squamous cell carcinoma of the oral cells		443	BMI1		Disease Marker	Squamous cell carcinoma of the tongue
20145620	BMI1	T Marker	Squamous cell carcinoma of the oral cell	Cancer cell	Oral cavity	low-throughput	Immunohistochemistry;Immunostainings;Microscopic observation	Bmi-1 expression predicts prognosis in Squamous cell Carcinoma of the tongue	Negative BMI1 expression may be a marker of poor prognosis in patients with oral tongue cancer.BMI1 controls the cell cycle and self-renewal of stem cells in oral and tongue cancer  		444	SNAI1;MYC		Disease Marker	Squamous cell carcinoma of the tongue
20149803	CREB1	TFMarker	Neuroblastoma cell	Cancer cell	Nerve	low-throughput + high-throughput	qPCR;ChIP-qPCR;RT-PCR	Oxytocin stimulates expression of a noncoding RNA tumor marker in a human neuroblastoma cell line	The transcription factor CREB binds to the MALAT1 promoter to regulate the expression of neuroblastoma cells  		445	MALAT1		Disease Marker	Neuroblastoma
20149803	MALAT1	TFMarker	Neuroblastoma cell	Cancer cell	Nerve	low-throughput + high-throughput	qPCR;ChIP-qPCR;RT-PCR	Oxytocin stimulates expression of a noncoding RNA tumor marker in a human neuroblastoma cell line	The transcription factor CREB binds to the MALAT1 promoter to regulate the expression of neuroblastoma cells  		446	CREB1		Disease Marker	Neuroblastoma
20150431	SNAI1	TF	Epithelial cell	Cancer cell	Skin	low-throughput	Immunohistochemistry;RT-PCR;Western blot;qRT-PCR;Microscopic observation	Regulation of p63 isoforms by snail and slug transcription factors in Human Squamous cell Carcinoma	The disruption of P63 expression induced by Snail and Slug plays a crucial role in Cancerprogression.And known to promote Epithelial-to-mesenchymal transitions during development and Cancer		447	TP63	CL_0000066	Disease Marker	Squamous cell carcinoma
20150431	SNAI2	TF	Epithelial cell	Cancer cell	Skin	low-throughput	Immunohistochemistry;RT-PCR;Western blot;qRT-PCR;Microscopic observation	Regulation of p63 isoforms by snail and slug transcription factors in Human Squamous cell Carcinoma	The disruption of P63 expression induced by Snail and Slug plays a crucial role in Cancerprogression.And known to promote Epithelial-to-mesenchymal transitions during development and Cancer		448	TP63	CL_0000066	Disease Marker	Squamous cell carcinoma
20150431	TP63	TF	Epithelial cell	Cancer cell	Skin	low-throughput	Immunohistochemistry;RT-PCR;Western blot;qRT-PCR;Microscopic observation	Regulation of p63 isoforms by snail and slug transcription factors in Human Squamous cell Carcinoma	Regulation of P63 isoforms by snail and slug transcription factors inHuman Squamous cellTherefore, p63 and its regulating factors could constitute novel prognosis markers in patients with SCC and attractive targets for the therapeutic modulation of neoplastic cell invasiveness.		449	SNAI1;SNAI2	CL_0000066	Disease Marker	Squamous cell carcinoma
20159777	HPRT1	TF	Stem cell	Cancer cell	Brain	low-throughput	RT–PCR;qPCR;Western blot;Immunofluorescent staining	Human neural stem cells: a model system for the study of Lesch-Nyhan disease neurological aspects	NR1D1 is a transcription factor expressed in Cancer stem cell		450	ELSPBP1	CL_0000034	Disease Marker	Lesch-Nyhan disease
20160030	ERBB2	T Marker	Stem cell	Cancer cell	Breast	low-throughput	Western blot;qRT-PCR;Immunofluorescent staining	An RNA interference screen identifies metabolic regulators NR1D1 and PBP as novel survival factors for Breast Cancer cells with the ERBB2 signature	Overexpression of the ERBB2 oncogene is one of the most clinically relevant abnormalities in Breast Cancer. It occurs in 20% to 30% of Breast Cancer cases and is an established adverse predictor of relapse time and survival		451	NR1D1	CL_0000034	Disease Marker	Breast Cancer
20160030	NR1D1	TF	Stem cell	Cancer cell	Breast	low-throughput	Western blot;qRT-PCR;Immunofluorescent staining	An RNA interference screen identifies metabolic regulators NR1D1 and PBP as novel survival factors for Breast Cancer cells with the ERBB2 signature	NR1D1 and PBP act through a common pathway in upregulating several genes in the de novo fatty acid synthesis network, which is highly active in ERBB2-positive Breast Cancer cells.		452	ERBB2	CL_0000034	Disease Marker	Breast Cancer
20848248	TTF1	TFMarker	Adenocarcinoma of lung cell	Cancer cell	Lung	low-throughput	Microscopic observation	Expression of Thyroid Transcription Factor-1 in MalignantPleural Effusions	Thyroid transcription factor-1 (TTF-1) is a homeodo-main containing transcription factor expressed selectively inthe thyroid, lung, and diencephalon.		453			Disease Marker	Adenocarcinoma of the Lung
20861305	BCL2L11	T Marker	Epithelial cell	Cancer cell	Breast	low-throughput	Immunofluorescent staining;RT-PCR;Weston blot;Gene knock down;Immunoblot Analysis	Hypoxia Suppression of Bim and Bmf Blocks Anoikis and Luminal Clearing during Mammary Morphogenesis	Consistent with these data, hypoxic conditions inhibit luminal clearing during morphogenesis in human mammary epithelial acini when grown in three-dimensional cultures and are associated with decreased expression of BCL2L11 and BMF as well as Erk activation. 		454	HIF1A	CL_0000066	Disease Marker	Breast Cancer
20861305	HIF1A	TF	Epithelial cell	Cancer cell	Breast	low-throughput	Immunofluorescent staining;RT-PCR;Weston blot;Gene knock down;Immunoblot Analysis	Hypoxia Suppression of Bim and Bmf Blocks Anoikis and Luminal Clearing during Mammary Morphogenesis	HIF-1 Is Required for Hypoxia-induced Bim Inhibition and Anoikis Resistance		455	BMF;BCL2L11	CL_0000066	Disease Marker	Breast Cancer
20861305	BMF	T Marker	Epithelial cell	Cancer cell	Breast	low-throughput	Immunofluorescent staining;RT-PCR;Weston blot;Gene knock down;Immunoblot Analysis	Hypoxia Suppression of Bim and Bmf Blocks Anoikis and Luminal Clearing during Mammary Morphogenesis	BMF is a marker in epithelial cells		456	HIF1A	CL_0000066	Disease Marker	Breast Cancer
20862275	ZAP70	I Marker	T cell	Cancer cell	Blood	low-throughput	qPCR;Flow cytometry	A Molecular Score by Quantitative PCR as a New Prognostic Tool at Diagnosis for Chronic Lymphocytic Leukemia Patients	ZAP70 (zeta-associated protein 70) and LPL (lipoprotein lipase) expression was associated with IgVH status and with poor outcome		457	LPL	CL_0000084	Disease Marker	Chronic lymphocytic Leukemia
20862275	LPL	TFMarker	T cell	Cancer cell	Blood	low-throughput	qPCR;Flow cytometry	A Molecular Score by Quantitative PCR as a New Prognostic Tool at Diagnosis for Chronic Lymphocytic Leukemia Patients	ZAP70 (zeta-associated protein 70) and LPL (lipoprotein lipase) expression was associated with IgVH status and with poor outcome		458	ZAP70	CL_0000084	Disease Marker	Chronic lymphocytic Leukemia
