PMID	Gene Name	Gene Type	Cell Name	Cell Type	Tissue Type	Experiment Type	Experimental Method	Title	Function	GeneNameText	id	Interacting Gene	CellOntologyID	Marker Type	Disease Name
30206654	TEAD4	TF Pmarker	Liver carcinoma cell	Cancer cell	Liver	low-throughput	Microscopic observation;Immunofluorescent staining;Weston blot	YAP induziert chromosomale Instabilität in Leberkrebspatienten	Together with the transcription factors TEAD4 and FOXM1, YAP induces the expression of genes which are responsible for the development of chromosomal instability (CIN)		1348	YAP1;FOXM1	CL_0001064	Disease Marker	Liver Cancer
30206654	FOXM1	TF Pmarker	Liver carcinoma cell	Cancer cell	Liver	low-throughput	Microscopic observation;Immunofluorescent staining;Weston blot	YAP induziert chromosomale Instabilität in Leberkrebspatienten	Together with the transcription factors TEAD4 and FOXM1, YAP induces the expression of genes which are responsible for the development of chromosomal instability (CIN)		1349	YAP1;TEAD4	CL_0001064	Disease Marker	Liver Cancer
30221780	SOX11	TF Pmarker	Lung carcinomas cell	Cancer cell	Lung	low-throughput	Immunohistochemistry;RT -PCR;Western blot	SOX11: A Potentially Useful Marker in Surgical Pathology A Systematic Analysis of SOX11 Expression in Epithelial and Nonepithelial Tumors	SOX11 was consistently expressed in all neuroectodermal tumors with neural differentiation as  well as in immature teratomas revealing neurogenesis. 		1350			Disease Marker	Epithelial and NonEpithelialTumors
30229432	NR1H4	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput + high-throughput	Weston blot;Gene knock down;PCR;Sequencing technique;RT-PCR	Establishment of a DGKθ Endogenous Promoter Luciferase Reporter HepG2 Cell Line for Studying the Transcriptional Regulation of DGKθ Gene	FXR is the transcription factor for upregulating the expression of DGKθ gene		1351	DGKB	CL_0000182	Cell Marker
30229432	MYC	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput + high-throughput	Weston blot;Gene knock down;PCR;Sequencing technique;RT-PCR	Establishment of a DGKθ Endogenous Promoter Luciferase Reporter HepG2 Cell Line for Studying the Transcriptional Regulation of DGKθ Gene	DGKθ expression was upregulated by transcription factors c-Myc and downregulated by transcription factors E2F1, which was also confirmed in wild-type HepG2 cells.  		1352	DGKB	CL_0000182	Cell Marker
30229432	E2F1	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput + high-throughput	Weston blot;Gene knock down;PCR;Sequencing technique;RT-PCR	Establishment of a DGKθ Endogenous Promoter Luciferase Reporter HepG2 Cell Line for Studying the Transcriptional Regulation of DGKθ Gene	DGKθ expression was upregulated by transcription factors c-Myc and downregulated by transcription factors E2F1, which was also confirmed in wild-type HepG2 cells.  		1353	DGKB	CL_0000182	Cell Marker
30229433	DGKB	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput + high-throughput	Isoelectric Focusing;Sequencing technique;PCR	Establishment of a DGKθ Endogenous Promoter Luciferase Reporter HepG2 Cell Line for Studying the Transcriptional Regulation of DGKθ Gene	HepG2 cells luciferase activity was directly correlated with DGKθendogenous promoter activity, suggesting that it is liable and sensitive for studying DGKθtranscriptional regulation.		1357	NR1H4	CL_0000182	Cell Marker
30262865	IL6	TF Pmarker	Stem cell	Cancer cell	Breast	low-throughput	Weston blot;Flow cytometry;Immunofluorescent staining; Microscopic observation	C/EBPδ links IL-6 and HIF-1 signaling to promote breast cancer stem cell-associated phenotypes	Our mechanistic data reveal C/EBPδ as a link that engages two positive feedback loops, in part by directly targeting the IL-6 receptor (IL6RA) gene, and, thus, amplifying IL-6 and HIF-1 signaling.		1391	HIF1A	CL_0000034	Disease Marker	Breast Cancer
30262865	HIF1A	TF Pmarker	Stem cell	Cancer cell	Breast	low-throughput	Weston blot;Flow cytometry;Immunofluorescent staining; Microscopic observation	C/EBPδ links IL-6 and HIF-1 signaling to promote breast cancer stem cell-associated phenotypes	Our mechanistic data reveal C/EBPδ as a link that engages two positive feedback loops, in part by directly targeting the IL-6 receptor (IL6RA) gene, and, thus, amplifying IL-6 and HIF-1 signaling.		1392	IL6	CL_0000034	Disease Marker	Breast Cancer
30265861	ETV5	TF Pmarker	Thyroid carcinoma cell	Cancer cell	Thyroid	low-throughput + high-throughput	qPCR;ChIP-qPCR;ChIP-PCR;qRT-PCR;Western blot;Immunohistochemistry;DNA-seq;RNA-seq;Microscopic observation;Immunofluorescent staining	The Transcription Factor ETV5 Mediates BRAFV600E-Induced Proliferation and TWIST1 Expression in Papillary Thyroid Cancer Cells	Therefore, through TWIST1, ETV5 might play a direct role in the development of more aggressive tumors, and increased levels of ETV5/TWIST1 expression might be considered additional markers for advanced PTC		1393	TWIST1	CL_0001064	Disease Marker	Papillary Thyroid Cancer
30284629	ZEB1	TF Pmarker	Epithelium carcinoma cell	Cancer cell	Epithelium	low-throughput + high-throughput	Immunofluorescent staining;qRT-PCR;Western blot	Kaposi sarcoma-associated herpes virus (KSHV) latent protein LANA modulates cellular genes associated with epithelial-to-mesenchymal transition	LANA expression results in upregulation of the cellular intermediate filament protein vimentin and transcription factor TCF8/ZEB1 and downregulation of tight junction protein ZO1 and adhesion protein E-cadherin.		1409		CL_0001064	Cell Marker
30284629	ZEB1	TF Pmarker	Epithelial cell	Cancer cell	Epithelium	low-throughput + high-throughput	Immunofluorescent staining;qRT-PCR;Western blot	Kaposi sarcoma-associated herpes virus (KSHV) latent protein LANA modulates cellular genes associated with epithelial-to-mesenchymal transition	LANA expression results in upregulation of the cellular intermediate filament protein vimentin and transcription factor TCF8/ZEB1 and downregulation of tight junction protein ZO1 and adhesion protein E-cadherin.		1410		CL_0000066	Cell Marker
30287812	GTF2H1	TF Pmarker	Stem cell	Cancer cell	Lung	low-throughput	Weston blot;Immunofluorescent staining;Immunoblotting;qRT-PCR	DNA damage sensitivity of SWI/SNF-deficient cells depends on TFIIH subunit p62/GTF2H1	Here, we show that the SWI/SNF ATPases BRM/SMARCA2 and BRG1/SMARCA4 promote the expression of p62/GTF2H1, a core subunit of the transcription factor IIH (TFIIH) complex.		1411	SMARCA4	CL_0000034	Disease Marker	Cancer
30297536	SOX2	TF Pmarker	Human melanoma cell	Cancer cell	Skin	low-throughput + high-throughput	Flow cytometry;Gene knock down;Immunofluorescent staining;Microscopic observation;RNA-seq;qPCR	CDK1 Interacts with Sox2 and Promotes Tumor Initiation in Human Melanoma	These findings uncover CDK1 as a new regulator of Sox2 during tumor initiation and implicate the CDK1-SOX2 interaction as a potential therapeutic target in cancer.		1414	CDK1		Disease Marker	Melanoma
30304016	FOXL2	TF Pmarker	Fibroblast cell	Cancer cell	Ovarian	low-throughput	Immunohistochemistry;Microscopic observation	Ovarian stromal cells as a source of cancer-associated fibroblasts in human epithelial ovarian cancer: A histopathological study	Under normal condition, FOXL2 expression was restricted to ovarian stromal cells and some other types of cells in female genital tracts and never found in other sites of the body.		1416	ACTA1	CL_0000057	Disease Marker	Ovarian Cancer
30310055	CRYAB	TF Pmarker	Stem cell	Cancer cell	Prostate	low-throughput + high-throughput	Western blot;qRT-PCR;qPCR	Integrative analysis of transcriptomics and clinical data uncovers the tumorsuppressive activity of MITF in prostate cancer	This evidence was supported by the enhanced prognostic potential of a signature based on the concomitant alteration of MITF and CRYAB in prostate cancer patients.		1417	MITF	CL_0000034	Disease Marker	Prostate carcinoma
30310055	MITF	TF Pmarker	Stem cell	Cancer cell	Prostate	low-throughput + high-throughput	Western blot;qRT-PCR;qPCR	Integrative analysis of transcriptomics and clinical data uncovers the tumorsuppressive activity of MITF in prostate cancer	In sum, our study provides proof-of-concept evidence of the potential of the bioinformatics screen of publicly available cancer patient databases as discovery platforms, and demonstrates that the MITF-CRYAB axis controls prostate cancer biology.		1418	CRYAB	CL_0000034	Disease Marker	Prostate carcinoma
30312729	IKZF1	TF Pmarker	Bone marrow carcinoma cell	Cancer cell	Bone marrow	low-throughput	Weston blot;Flow-throughput cytometry;qPCR	Pan-PIM kinase inhibitors enhance Lenalidomide's anti-myeloma activity via cereblon-IKZF1/3 cascade	Transcription factors IKZF1/3 essential for the survival of myeloma cells		1419	IKZF3	CL_0001064	Disease Marker	Myeloma Tumors
30312729	IKZF1	TF Pmarker	Myeloid cell	Cancer cell	Bone marrow	low-throughput	Weston blot;Flow-throughput cytometry;qPCR	Pan-PIM kinase inhibitors enhance Lenalidomide's anti-myeloma activity via cereblon-IKZF1/3 cascade	Transcription factors IKZF1/3 essential for the survival of myeloma cells		1420	IKZF3	CL_0000763	Disease Marker	Myeloma Tumors
30312729	IKZF3	TF Pmarker	Bone marrow carcinoma cell	Cancer cell	Bone marrow	low-throughput	Weston blot;Flow-throughput cytometry;qPCR	Pan-PIM kinase inhibitors enhance Lenalidomide's anti-myeloma activity via cereblon-IKZF1/3 cascade	Transcription factors IKZF1/3 essential for the survival of myeloma cells		1421	IKZF1	CL_0001064	Disease Marker	Myeloma Tumors
30312729	IKZF3	TF Pmarker	Myeloid cell	Cancer cell	Bone marrow	low-throughput	Weston blot;Flow-throughput cytometry;qPCR	Pan-PIM kinase inhibitors enhance Lenalidomide's anti-myeloma activity via cereblon-IKZF1/3 cascade	Transcription factors IKZF1/3 essential for the survival of myeloma cells		1422	IKZF1	CL_0000763	Disease Marker	Myeloma Tumors
30315845	BTF3	TF Pmarker	Stem cell	Cancer cell	Breast	low-throughput + high-throughput	Weston blot;RT-PCR;qPCR;Microscopic observation DNA-seq;;Flow-throughput cytometry;Immunofluorescent staining	Inhibition of BTF3 sensitizes luminal breast cancer cells to PI3Kα inhibition through the transcriptional regulation of Erα	BTF3 in modulation of ERα-dependent transcriptional activity and its potential as a predictive marker for the response to PI3K-targeted therapy in ER + breast cancer.		1426	ESR1;ERAL1	CL_0000034	Disease Marker	Breast Cancer
30329085	SETMAR	TF Pmarker	Bone cell	Cancer cell	colon	low-throughput + high-throughput	qRT-PCR;Weston blot;ChIP-qPCR;DNA-seq;RNA-seq	Human SETMAR is a DNA sequence-specific histone-methylase with a broad effect on the transcriptome	SETMAR is mostly associated with positive regulation of transcription and SETMAR is part of an anthropoid primate-specific regulatory network centered on the subset of genes containing a transposon end.		1429		CL_0000137	Disease Marker	Cancer
30456527	ETS1	TF Pmarker	B cell	Cancer cell	Immune	low-throughput + high-throughput	qRT-PCR;RT-PCR;Flow cytometry;PCR cycle seq	The potential role of Ets-1 and miR-326 in CD19 + B cells in the pathogenesis of patients with systemic lupus erythematosus	ETS-1 is a negative regulatory transcription factor of B cells		1505	MIR326	CL_0000236	Disease Marker	SyStemic lupus erythematosus?
30460631	IDH1	TF Pmarker	Glial cell	Cancer cell	Brain	low-throughput + high-throughput	qRT-PCR;Immunohistochemistry;Immunofluorescent staining;Microscopic observation;DNA-seq;Flow-throughput cytometry	Characterization of iPSCs derived from low grade gliomas revealed early regional chromosomal amplifications during gliomagenesis	IDH1 is a Marker in low-grade gliomas		1516		CL_0000125	Disease Marker	Low grade Gliomas
30466806	CDKN1B	TF Pmarker	Cervix carcinoma cell	Cancer cell	Uterus	low-throughput	siRNA, shRNA and plasmid transfection;IHC;qRT-PCR;Weston blot	A clinical, biologic and mechanistic analysis of the role of ZNF692 in cervical cancer	P27KIP1 is a transcription factor that inhibits proliferation and invasion of Cervical cancer cell		1518	ZNF692		Disease Marker	Cervical Cancer
30473218	KLF5	TF Pmarker	Liver Cancer cell	Cancer cell	Liver	low-throughput	Immunohistochemical;qRT-PCR;Immunofluorescent staining;Western blot;Microscopic observation	The transcription factor Krüppel-like factor 5 promotes cell growth and metastasis via activating PI3K/AKT/Snail signaling in hepatocellular carcinoma	KLF5 plays a significant role in HCC progression and metastasis and induces EMT via activating PI3K/AKT/Snail signaling and KLF5 promoted the proliferation, apoptosis, migration and invasion of HCC cells in vitro and in vivo		1527	PIK3CA;SNAI1;AKT1		Disease Marker	Hepatocellular carcinoma
30503671	IRF4	TF Pmarker	B cell	Cancer cell	Blood	low-throughput	RT-PCR;qPCR;RT-qPCR;Flow cytometry	Increased IRF4 expression in isolated B cells from common variable immunodeficiency (CVID) patients	IRF4 transcription factors play an important role in the proliferation and differentiation of B cells		1557	XBP1	CL_0000236	Disease Marker	Common variable immunodeficiency
30503671	XBP1	TF Pmarker	B cell	Cancer cell	Blood	low-throughput	RT-PCR;qPCR;RT-qPCR;Flow cytometry	Increased IRF4 expression in isolated B cells from common variable immunodeficiency (CVID) patients	XBP2 transcription factors play an important role in the proliferation and differentiation of B cells		1558	IRF4	CL_0000236	Disease Marker	Common variable immunodeficiency
30504123	IFIT5	TF Pmarker	Prostate Carcinoma cell	Cancer cell	Prostate	low-throughput	qRT-PCR;Western blot;Immunofluorescent staining	IFN-r-induced IFIT5 promotes epithelial-to-mesenchymal transition in prostate cancer via microRNA processing	IFIT5 clearance reduced IFNγ-induced invasion of prostate cancer cells in vitro and lung metastasis in vivo.		1559			Disease Marker	Prostate carcinoma
30515787	SMARCA4	TF Pmarker	Melanocytes cell	Cancer cell	Skin	low-throughput + high-throughput	Immunoblot;Small interfering RNA knockdown;Immunoprecipitations;Chromatin immunoprecipitation;Immunofluorescent staining;qRT-PCR;Microscopic observation	BAF60A mediates interactions between the microphthalmia associated transcription factor and the BRG1‐containing SWI/SNF complex during melanocyte differentiation	BRG1 interacts with the microphthalmia associated transcription factor (MITF) and is required for melanocyte development invitro and in vivo.the master regulator of melanocyte development, MITF, and coactivates target genes by remodeling chromatin structure.		1560	MITF		Cell Marker
30515787	MITF	TF Pmarker	Melanocytes cell	Cancer cell	Skin	low-throughput + high-throughput	Immunoblot;Small interfering RNA knockdown;Immunoprecipitations;Chromatin immunoprecipitation;Immunofluorescent staining;qRT-PCR;Microscopic observation	BAF60A mediates interactions between the microphthalmia associated transcription factor and the BRG1‐containing SWI/SNF complex during melanocyte differentiation	BRG1 interacts with the microphthalmia associated transcription factor (MITF) and is required for melanocyte development invitro and in vivo.the master regulator of melanocyte development, MITF, and coactivates target genes by remodeling chromatin structure.		1561	SMARCA4		Cell Marker
30518656	TP53	TF Pmarker	Keratinocytes cell	Cancer cell	Periodontal ligament	low-throughput + high-throughput	qRT-PCR;Western blot;RNA-seq;RT-qPCR	Human papillomavirus 16 E2 regulates keratinocyte gene expression 2 relevant to cancer and the viral life cycle	E2 promote infection by targeting cellular transcription factors P53 and PRB to promote viral reprogramming of host gene expression, respectively		1570		CL_0000312	Disease Marker	HPV16-positive Cancers
30529222	RXRB	TF Pmarker	Nerve cell	Cancer cell	Nerve	low-throughput + high-throughput	PCR;Western blot;Flow cytometry;Immunocytochemistry;siRNA seq	Nuclear RXRα and RXRβ receptors exert distinct and opposite effects on RAmediated neuroblastoma differentiation	RXRα, RXRβ and RXRγ are transcription factors that regulate human neuroblastoma cells		1577	RXRA	CL_0002319	Cell Marker
30529222	RXRA	TF Pmarker	Nerve cell	Cancer cell	Nerve	low-throughput + high-throughput	PCR;Western blot;Flow cytometry;Immunocytochemistry;siRNA seq	Nuclear RXRα and RXRβ receptors exert distinct and opposite effects on RAmediated neuroblastoma differentiation	RXRα, RXRβ and RXRγ are transcription factors that regulate human neuroblastoma cells		1578	RXRB	CL_0002319	Cell Marker
30532986	VEGFA	TF Pmarker	Stem cell	Cancer cell	Brain	low-throughput + high-throughput	Western blot;ChIP assay	Steroid receptor coactivator-1 regulates glioma angiogenesis through polyomavirus enhancer activator 3 signaling	In Glioma cell,VEGF and MMP-9 are pro-angiogenic factors		1596	ETV4	CL_0000034	Disease Marker	Human Glioma
30532986	MMP9	TF Pmarker	Stem cell	Cancer cell	Brain	low-throughput + high-throughput	Western blot;ChIP assay	Steroid receptor coactivator-1 regulates glioma angiogenesis through polyomavirus enhancer activator 3 signaling	In Glioma cell,VEGF and MMP-9 are pro-angiogenic factors		1597	ETV4	CL_0000034	Disease Marker	Human Glioma
30532986	ETV4	TF Pmarker	Stem cell	Cancer cell	Brain	low-throughput + high-throughput	Western blot;ChIP assay	Steroid receptor coactivator-1 regulates glioma angiogenesis through polyomavirus enhancer activator 3 signaling	The SRC-1 induced pro-angiogenic factors expression was abrogated by PEA3 knockdown.		1598	VEGFA;MMP9	CL_0000034	Disease Marker	Human Glioma
30545799	PTEN	TF Pmarker	Muscle cell	Cancer cell	Blood vessel	low-throughput	PCR;Western blot;Microscopic observation;Flow cytometry;Immunofluorescent staining;Immunohistochemistry	Inhibition of AZIN2-sv induces neovascularization and improves prognosis after myocardial infarction by blocking ubiquitin-dependent talin1 degradation and activating the Akt pathway	Bach1-activated AZIN2-sv could participate in angiogenesis by promoting the PSMC5-mediated ubiquitination-dependent degradation of Tln1 and blocking the miR-214/PTEN/Akt pathway.		1605		CL_0000187	Cell Marker
30545799	ITGB1	TF Pmarker	Muscle cell	Cancer cell	Blood vessel	low-throughput	PCR;Western blot;Microscopic observation;Flow cytometry;Immunofluorescent staining;Immunohistochemistry	Inhibition of AZIN2-sv induces neovascularization and improves prognosis after myocardial infarction by blocking ubiquitin-dependent talin1 degradation and activating the Akt pathway	Mechanistically, AZIN2-sv reduced Tln1 and integrin β1 (ITGB1) protein levels to inhibit neovascularization.		1606		CL_0000187	Cell Marker
30545799	BACH1	TF Pmarker	Muscle cell	Cancer cell	Blood vessel	low-throughput	PCR;Western blot;Microscopic observation;Flow cytometry;Immunofluorescent staining;Immunohistochemistry	Inhibition of AZIN2-sv induces neovascularization and improves prognosis after myocardial infarction by blocking ubiquitin-dependent talin1 degradation and activating the Akt pathway	With regard to the upstream mechanism, Bach1, a negative regulator of angiogenesis, bound to the promoter of AZIN2-sv and increased its expression.		1607		CL_0000187	Cell Marker
30552554	DAP	TF Pmarker	Colon carcinoma cell	Cancer cell	Colon	low-throughput	Western blot	Antiproliferative Effect of a Novel 4,4'-Disulfonyldiarylidenyl Piperidone in Human Colon Cancer Cells	The design of the molecule is based on the fusion of an antiproliferative segment, namely diarylidenyl piperidone (DAP), with N-hyroxypyrroline, which is known to metabolically convert to nitroxide and protect healthy cells.		1613		CL_0001064	Cell Marker
30552679	HOXA4	TF Pmarker	Colorectal cancer	Cancer cell	Colon	low-throughput	PCR;Immunofluorescent staining	Gene expression signatures for HOXA4, HOXA9, and HOXD10 reveal alterations in transcriptional regulatory networks in colon cancer	We previously reported that HOXA4, HOXA9, and HOXD10 are selectively expressed in colonic stem cells (SCs) and their overexpression contributes to colorectal cancer (CRC).		1614	HOXA9;HOXD10		Disease Marker	Colorectal Cancer
30552679	HOXA9	TF Pmarker	Colorectal cancer	Cancer cell	Colon	low-throughput	PCR;Immunofluorescent staining	Gene expression signatures for HOXA4, HOXA9, and HOXD10 reveal alterations in transcriptional regulatory networks in colon cancer	We previously reported that HOXA4, HOXA9, and HOXD10 are selectively expressed in colonic stem cells (SCs) and their overexpression contributes to colorectal cancer (CRC).		1615	HOXD10;HOXA4		Disease Marker	Colorectal Cancer
30552679	HOXD10	TF Pmarker	Colorectal cancer	Cancer cell	Colon	low-throughput	PCR;Immunofluorescent staining	Gene expression signatures for HOXA4, HOXA9, and HOXD10 reveal alterations in transcriptional regulatory networks in colon cancer	We previously reported that HOXA4, HOXA9, and HOXD10 are selectively expressed in colonic stem cells (SCs) and their overexpression contributes to colorectal cancer (CRC).		1616	HOXA9;HOXA4		Disease Marker	Colorectal Cancer
30553767	PPARA	TF Pmarker	Stem cell	Cancer cell	Breast	low-throughput	RT-PCR;Western blot	Δ 9-Tetrahydrocannabinol upregulates fatty acid 2-hydroxylase (FA2H) via PPARα induction: A possible evidence for the cancellation of PPARβ/δ-mediated inhibition of PPARα in MDA-MB-231 cells	Peroxisome proliferator-activated receptors (PPARs) are a family of ligand-activated nuclear transcription factors, with three characterized subtypes: PPARα, PPARβ/δ, and PPARγ.		1617	PPARA	CL_0000034	Cell Marker
30560549	HOXB13	TF Pmarker	Prostate carcinoma cell	Cancer cell	Prostate	low-throughput + high-throughput	Western blot;Gene knock down;qPCR;RNA-Seq;Immunohistochemistry	HOXB13 interaction with MEIS1 modifies proliferation and gene expression in prostate cancer	The recurrent p.Gly84Glu germline mutation (G84E) in HOXB13 is consistently associated with prostate cancer (PCa), although the mechanisms underlying such linkage remain elusive.		1622	MEIS1	CL_0001064	Disease Marker	Prostate carcinoma
30560549	MEIS1	TF Pmarker	Prostate carcinoma cell	Cancer cell	Prostate	low-throughput + high-throughput	Western blot;Gene knock down;qPCR;RNA-Seq;Immunohistochemistry	HOXB13 interaction with MEIS1 modifies proliferation and gene expression in prostate cancer	HOXB13 and MEIS1 are co-expressed and interact in prostate cells.		1623	HOXB13	CL_0001064	Disease Marker	Prostate carcinoma
30561605	SP1	TF Pmarker	Nerve cell	Cancer cell	Lung	low-throughput + high-throughput	qRT-PCR;ChIP assay	Transcription of human β4-galactosyltransferase 3 is regulated by differential DNA binding of Sp1/Sp3 in SH-SY5Y human neuroblastoma and A549 human lung cancer cell lines	Although the gene expression of Sp family transcription factors Sp1 and Sp3 was comparable in each cell line, Sp3 bound to the promoter region in SH-SY5Y cells whereas Sp1 bound to the region in A549 cells.		1627	SP3;B4GALT3	CL_0002319	Disease Marker	Lung Cancer
30579251	TGFB1	TF Pmarker	Stem cell	Cancer cell	Breast	low-throughput + high-throughput	Flow cytometry;Image cytometry;RT-PCR;ELISA;Sequencing technique	Radio resistance in breast cancer cells is mediated through TGF-β signalling,hybrid epithelial-mesenchymal phenotype and cancer stem cells	D7-6 G from both cell lines had increased expression oftransforming growth factor isoforms (TGF)-β1, β2 and β3, their receptors TGF-βR1 and TGF-βR2 which areknown for such dual effects.		1633	ZEB1;HMGA2;SNAI1	CL_0000034	Disease Marker	Breast Cancer
30579251	TGFB2	TF Pmarker	Stem cell	Cancer cell	Breast	low-throughput + high-throughput	Flow cytometry;Image cytometry;RT-PCR;ELISA;Sequencing technique	Radio resistance in breast cancer cells is mediated through TGF-β signalling,hybrid epithelial-mesenchymal phenotype and cancer stem cells	D7-6 G from both cell lines had increased expression oftransforming growth factor isoforms (TGF)-β1, β2 and β3, their receptors TGF-βR1 and TGF-βR3 which areknown for such dual effects.		1634	ZEB1;HMGA2;SNAI1	CL_0000034	Disease Marker	Breast Cancer
30579251	SNAI1	TF Pmarker	Stem cell	Cancer cell	Breast	low-throughput + high-throughput	Flow cytometry;Image cytometry;RT-PCR;ELISA;Sequencing technique	Radio resistance in breast cancer cells is mediated through TGF-β signalling,hybrid epithelial-mesenchymal phenotype and cancer stem cells	The expression of downstream transcription factors Snail, Zeb-1 and HMGA2 also showed a differential pattern in D7-6 G cells with upregulation of at least two of these transcription factors.		1635	TGFB2;TGFB1	CL_0000034	Disease Marker	Breast Cancer
30579251	ZEB1	TF Pmarker	Stem cell	Cancer cell	Breast	low-throughput + high-throughput	Flow cytometry;Image cytometry;RT-PCR;ELISA;Sequencing technique	Radio resistance in breast cancer cells is mediated through TGF-β signalling,hybrid epithelial-mesenchymal phenotype and cancer stem cells	The expression of downstream transcription factors Snail, Zeb-1 and HMGA2 also showed a differential pattern in D7-6 G cells with upregulation of at least two of these transcription factors.		1636	TGFB2;TGFB1	CL_0000034	Disease Marker	Breast Cancer
30579251	HMGA2	TF Pmarker	Stem cell	Cancer cell	Breast	low-throughput + high-throughput	Flow cytometry;Image cytometry;RT-PCR;ELISA;Sequencing technique	Radio resistance in breast cancer cells is mediated through TGF-β signalling,hybrid epithelial-mesenchymal phenotype and cancer stem cells	The expression of downstream transcription factors Snail, Zeb-1 and HMGA2 also showed a differential pattern in D7-6 G cells with upregulation of at least two of these transcription factors.		1637	TGFB2;TGFB1	CL_0000034	Disease Marker	Breast Cancer
30592156	UBE2M	TF Pmarker	Liver cell	Cancer cell	Liver	high-throughput	DNA-seq;qRT-PCR	Key genes and co-expression network analysisin the livers of type 2 diabetes patients	BE2M and GPERwere upregulated in L02 and HepG2 models, whereasP2RY11onlyupregulated in L02 model, and UBE2N only downregulated in HepG2 model at a signifi-cant level		1641	P2RY11	CL_0000182	Disease Marker	Diabetes
30592156	GPER1	TF Pmarker	Liver cell	Cancer cell	Liver	high-throughput	DNA-seq;qRT-PCR	Key genes and co-expression network analysisin the livers of type 2 diabetes patients	BE2M and GPERwere upregulated in L02 and HepG2 models, whereasP2RY11onlyupregulated in L02 model, and UBE2N only downregulated in HepG2 model at a signifi-cant level		1642	P2RY11	CL_0000182	Disease Marker	Diabetes
30592156	P2RY11	TF Pmarker	Liver cell	Cancer cell	Liver	high-throughput	DNA-seq;qRT-PCR	Key genes and co-expression network analysisin the livers of type 2 diabetes patients	BE2M and GPERwere upregulated in L02 and HepG2 models, whereasP2RY11onlyupregulated in L02 model, and UBE2N only downregulated in HepG2 model at a signifi-cant level		1643		CL_0000182	Disease Marker	Diabetes
30595521	YAP1	TF Pmarker	Muscle cell	Cancer cell	Muscle	low-throughput	Western blot;Immunofluorescent staining;Flow cytometry	The Hippo Pathway Regulates Caveolae Expression and Mediates Flow Response via Caveolae	YAP1 and TAZ play an important role in development, regeneration and cancer.		1646	TAZ	CL_0000187	Cell Marker
30595521	TAZ	TF Pmarker	Muscle cell	Cancer cell	Muscle	low-throughput	Western blot;Immunofluorescent staining;Flow cytometry	The Hippo Pathway Regulates Caveolae Expression and Mediates Flow Response via Caveolae	YAP1 and TAZ play an important role in development, regeneration and cancer.		1647	YAP1	CL_0000187	Cell Marker
30611703	IL6	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput	PCR;Western blot;Microscopic observation	Effect of nanoformulated copper/zinc superoxide dismutase on chronic ethanol-induced alterations in liver and adipose tissue	In AT, the levels of IL6 mRNA, a hepatoprotective cytokine, and that of ARG1, a marker of anti-inflammatory macrophages, were significantly increased in ethanol + Nano-treated mice compared with control mice.		1653		CL_0000182	Cell Marker
30611703	ARG1	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput	PCR;Western blot;Microscopic observation	Effect of nanoformulated copper/zinc superoxide dismutase on chronic ethanol-induced alterations in liver and adipose tissue	In AT, the levels of IL6 mRNA, a hepatoprotective cytokine, and that of ARG1, a marker of anti-inflammatory macrophages, were significantly increased in ethanol + Nano-treated mice compared with control mice.		1654		CL_0000182	Cell Marker
30615941	PCSK9	TF Pmarker	Glial cell	Cancer cell	Liver	low-throughput + high-throughput	qPCR;siRNA;Western blot	Pyruvate kinase L/R is a regulator of lipid metabolism and mitochondrial function	Potential perturbation ofPKLR, PNPLA3, and PCSK9 affect key pathways involved in liver dis-eases and it may provide beneficial effect in the treatment of suchdiseases.		1656	PKLR;PNPLA3	CL_0000125	Disease Marker	Hepatocellular carcinoma
30615941	PNPLA3	TF Pmarker	Glial cell	Cancer cell	Liver	low-throughput + high-throughput	qPCR;siRNA;Western blot	Pyruvate kinase L/R is a regulator of lipid metabolism and mitochondrial function	Potential perturbation ofPKLR, PNPLA3, and PCSK9 affect key pathways involved in liver dis-eases and it may provide beneficial effect in the treatment of suchdiseases.		1657	PCSK9;PKLR	CL_0000125	Disease Marker	Hepatocellular carcinoma
30633903	DNMT1	TF Pmarker	Intestine Tumor cell	Cancer cell	Intestine	low-throughput + high-throughput	ChIP-seq;Sequencing technique;RNA-seq;Weston blot	Bacteria-to-Human Protein Networks Reveal Originsof Endogenous DNA Damage	DNMT1 is a transcription factor that affects Tumour cell. Promotion of DNA damage by DNMT1-PCNA complexes (Figure 7G-J), and resulting mutagenesis (Figure 3C), may promote cancers other than or in addition to via the known gene-regulatory function of DNMT1 in DNA methylation, and many clamp-binding proteins may act similarly when overproduced.		1666	PCNA		Cell Marker
30633903	PCNA	TF Pmarker	Intestine Tumor cell	Cancer cell	Intestine	low-throughput + high-throughput	ChIP-seq;Sequencing technique;RNA-seq;Weston blot	Bacteria-to-Human Protein Networks Reveal Originsof Endogenous DNA Damage	PCNA, a DNA-damage response (Mortusewicz et al., 2005), also resulted from DNMT1 overproduction, also methylase-independently and PBD-dependently (Figures ​(Figures7I7I and S3P).		1667	DNMT1		Cell Marker
